type,name,code,address,district,branch_name,open_date
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020167,"7, Tansen Municipality",Palpa,Prabhas,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020168,"4, Bardaghat Municipality",Nawalparasi West,BARDAGHAT,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020169,"2, Kawasoti Municipality",Nawalparasi East,KAWASOTI,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020170,"11, Devchuli Municipality",Nawalparasi East,DHARAPANI,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020171,"5, Lamahi Municipality",Dang,LAMAHI,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020172,"8, Lahan Municipality",Siraha,Lahan,2021-03-31
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020173,"4, Garuda Municipality",Rautahat,Garuda,2021-04-28
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020174,"7, Biratnagar Metropolitian City",Morang,"Province Office, Province 1(Biratnagar)",2018-12-28
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020175,"6, Birgunj Metropolitian City",Parsa,"Province Office, Province 2(Birjung)",2018-12-30
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020176,"31, Kathmandu Metropolitian City",Kathmandu,"Province Office, Province 3(Kathmandu)",2019-01-10
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020177,"8, Pokhara Metropolitian City",Kaski,"Province Office, Province 4(Pokhara)",2019-01-03
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008149,"5, Kakani Rural Municipality",Nuwakot,Kakani,2021-12-06
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008150,"5, Belkotgadhi Municipality",Nuwakot,Kolputar,2021-12-06
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008151,"3, Darma Rural Municipality",Salyan,Pharula,2021-12-06
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008153,"10, Kathmandu Metropolitian City",Kathmandu,Buddhanagar Branch,2023-06-16
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008154,"15, Madhyapur Thimi Municipality",Bhaktapur,Branch Office Thimi,2023-06-16
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008155,"7, Mandan Deupur Municipality",Kavrepalanchok,Kuntabesi Branch,2023-06-16
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008156,"5, Panauti Municipality",Kavrepalanchok,Panauti Branch,2023-06-16
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008157,"9, Mahalaxmi Municipality",Lalitpur,Branch Office Lamatar,2023-06-16
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008158,"11, Tinpatan Rural Municipality",Sindhuli,Chakmake Branch ,2023-06-16
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006147,"1, Narayan Municipality",Dailekh,Narayan  ,2010-09-06
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006148,"1, Banagad Kupinde Municipality",Salyan,Sallibazar  ,2013-01-23
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006149,"1, Chaurjahari Municipality",Rukum West,Chaurjhari  ,2013-05-08
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006150,"6, Chandannath Municipality",Jumla,Jumla  ,2010-07-06
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006151,"1, Khandachakra Municipality",Kalikot,Manma  ,2013-07-02
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006152,"3, Thulibheri Municipality",Dolpa,Dolpa ,2014-05-26
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006153,"4, Bheri Malika Municipality",Jajarkot,Khalanga ,2014-11-09
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006154,"7, Dullu Municipality",Dailekh,Dullu  ,2015-04-02
